DEPT[M],WELL,CALIPER[MM],DEN[GM/CC],RES(64N),RES[OHM],SP[MV],GAM[API],LITHOLOGY DESCRIPTION,Formation,Classified
695.48,4,9.65438,2.93,74.7,60.9,0.5,172.5,SANDY SHALE,Raniganj,ss
697.5,4,9.58525,2.92,96.3,70.7,-1.7,123.7,ALT SH/SST,Raniganj,alt
698,4,9.58525,2.57,90.5,68,-1.8,183.8,SHALE,Raniganj,Grey Shale
698.11,4,9.58525,2.68,86.2,66.9,-1.6,195.1,SHALE,Raniganj,Grey Shale
698.35,4,9.53917,2.58,85.9,62.8,-1.1,212.1,SHALY COAL,Raniganj,coal
698.59,4,9.53917,2.72,92.1,66.4,-1.7,185.5,SANDY SHALE,Raniganj,ss
698.81,4,9.53917,2.75,99.2,73.7,-3.8,164.6,COAL,Raniganj,coal
701,4,9.49309,3.03,165.2,81.4,2.6,194.2,SANDSTONE,Raniganj,Sandstone (SST)
701.95,4,9.49309,2.21,137.218,92.0098,4.5997,182.016,SANDY SHALE,Raniganj,ss
702.51,4,9.49309,2.59,80.7988,58.397,4.80061,217.382,SANDSTONE,Raniganj,Sandstone (SST)
702.82,4,9.49309,2.77,84,65.4,4.8,164.2,SANDY SHALE,Raniganj,ss
702.98,4,9.49309,2.77,82.7,65.2,7.1,150.1,SHALE,Raniganj,Grey Shale
704,4,9.37788,2.78,72.6,60.7,4.6,154.2,SANDSTONE,Raniganj,Sandstone (SST)
704.33,4,9.37788,2.69,72.8,60.9,4.4,191.6,SANDSTONE,Raniganj,Sandstone (SST)
706.67,4,9.21659,1.53,202.6,99.9,2,155.9,SHALE,Raniganj,Grey Shale
707,4,9.21659,2.3,137.2,105.4,1.8,130.2,SANDSTONE,Raniganj,Sandstone (SST)
710,4,9.00922,2.67,67.8,61.4,4,164.2,SANDSTONE,Raniganj,Sandstone (SST)
710.2,4,9.00922,2.75,76.9,62,2.2339,172.3,SHALE,Raniganj,Grey Shale
712.6,4,9.00922,2.68,88.4,60.3,-33.2457,177.7,ALT SH/SST,Raniganj,alt
713,4,9.00922,2.36,143.1,95,-33.2457,255.3,SANDSTONE,Raniganj,Sandstone (SST)
713.31,4,9.00922,2.2,283.8,136,-30.092,235.6,SANDSTONE,Raniganj,Sandstone (SST)
713.86,4,9.00922,2.41,322,133.5,-61.6294,266.447,ALT SH/SST,Raniganj,alt
714.29,4,9.07834,2.09,195.423,68.2158,-70.9108,253.953,SHALE,Raniganj,Grey Shale
714.7,4,9.07834,2.23,112.274,68.1105,-79.9777,257.029,ALT SH/SST,Raniganj,alt
714.95,4,9.07834,2.66991,82.2024,68.1553,-88.4236,258.703,SHALE,Raniganj,Grey Shale
716,4,9.07834,3.04,72.9067,84.304,-66.2991,68.2893,COAL,Raniganj,coal
716.51,4,9.07834,2.77994,88.1009,65.5009,-64.3991,94.9119,COAL,Raniganj,coal
716.62,4,9.07834,2.79,87.0994,64.3997,-66.2003,94.9253,SHALE,Raniganj,Grey Shale
717.34,4,9.12442,2.71,62.3,49.3,-68.1,101.9,ALT SH/SST,Raniganj,alt
718.28,4,9.17051,2.84,56.6,59.4,-68,155,SANDSTONE,Raniganj,Sandstone (SST)
718.65,4,9.17051,2.63,70.7003,60.9009,-67.5994,218.217,ALT SH/SST,Raniganj,alt
719,4,9.17051,2.71,76.9009,62.4006,-68.1994,189.489,SHALE,Raniganj,Grey Shale
719.42,4,9.17051,2.73,77.7997,63.3988,-67.9003,191.217,SHALE,Raniganj,Grey Shale
719.65,4,5.08,2.71,77.5003,62.5,-67.7997,184.213,SANDSTONE,Raniganj,Sandstone (SST)
719.83,4,9.07834,2.74,79.5,62.3,-66.5,170.7,SHALE,Raniganj,Grey Shale
720.65,4,9.07834,2.71,81.2003,62.7994,-65.7997,179.896,SANDY SHALE,Raniganj,ss
721.15,4,9.07834,2.86,92.1988,75.0058,-65.3988,106.677,ALT SH/SST,Raniganj,alt
722,4,9.07834,2.64,75.5009,63.6009,-68.3,209.524,SANDSTONE,Raniganj,Sandstone (SST)
723.57,4,8.91705,1.28021,178.667,108.288,-66.1018,129.843,SANDSTONE,Raniganj,Sandstone (SST)
724.35,4,8.91705,1.42,428.552,168.893,-61.5985,111.047,SANDY SHALE,Raniganj,ss
724.88,4,8.91705,2.46,130.5,82.4,-51,227.4,SHALE,Raniganj,Grey Shale
725,4,8.87097,1.93,102.592,75.7948,-57.3009,247.76,SANDSTONE,Raniganj,Sandstone (SST)
727.1,4,8.80184,2.73,68,56.0991,-64.3009,185.519,SHALE,Raniganj,Grey Shale
727.56,4,8.80184,2.67,63.0973,54.9003,-63.7006,238.315,SANDY SHALE,Raniganj,ss
728,4,8.80184,2.71,58.6003,57.3003,-65.4994,207.259,SANDSTONE,Raniganj,Sandstone (SST)
728.78,4,8.70968,2.67,55.1,52.5,-64.7,190.8,SANDSTONE,Raniganj,Sandstone (SST)
731,4,8.70968,2.67,56.4979,44.6982,-73.3009,115.796,SHALE,Raniganj,Grey Shale
733.26,4,8.70968,2.49,157.4,95.6,-70.5,193.8,SHALE,Raniganj,Grey Shale
734,4,8.70968,2.42,301.01,127.604,-58.3012,181.208,COAL,Raniganj,coal
735.33,4,8.80184,2.67,156.4,88.2,-71.1,206.4,COAL,Raniganj,coal
736.55,4,8.80184,2.64,111.405,74.5994,-72,164.189,SANDY SHALE,Raniganj,ss
737,4,8.87097,2.47,131.102,81.0021,-68.6003,196.419,SANDSTONE,Raniganj,Sandstone (SST)
740,4,8.87097,2.55,199.897,101.599,-74.8009,201.692,SANDSTONE,Raniganj,Sandstone (SST)
740.92,4,8.87097,2.29,213.218,105.104,-74.8,256.577,SANDSTONE,Raniganj,Sandstone (SST)
741.72,4,8.87097,1.11,498.428,159.804,-82.5024,100.112,SANDY SHALE,Raniganj,ss
742.5,4,8.87097,1.71,686.305,189.597,-82.8003,96.6146,SANDSTONE,Raniganj,Sandstone (SST)
743,4,8.87097,1.13,786.699,191.102,-72.1015,58.2948,SHALE,Raniganj,Grey Shale
743.65,4,8.87097,2.02,154.969,90.1802,-72.2991,189.538,SANDSTONE,Raniganj,Sandstone (SST)
744.67,4,8.87097,2.68,45.0994,41.6006,-69.2991,235.179,SANDY SHALE,Raniganj,ss
745.11,4,8.87097,2.82,41.6994,43.8994,-71.0003,176.387,SHALE,Raniganj,Grey Shale
745.75,4,8.87097,2.67,35.4,36.4,-71.5,224.7,SANDSTONE,Raniganj,Sandstone (SST)
746,4,8.87097,2.8,36.3,36.3,-69.7997,185.101,SHALE,Raniganj,Grey Shale
747.02,4,8.87097,2.61994,38.5,39.4006,-86.2964,144.08,SANDSTONE,Raniganj,Sandstone (SST)
747.39,4,8.91705,2.89,39.4,45.8,-78.9,131.9,SANDY SHALE,Raniganj,ss
747.69,4,8.91705,2.61,45.1,39.6,-79.7,158.5,SHALE,Raniganj,Grey Shale
748.09,4,8.91705,2.83,57.1049,59.503,-78.6006,85.2909,SANDY SHALE,Raniganj,ss
749,4,8.91705,2.67,53.0973,48.5979,-73.8024,78.3186,SANDSTONE,Raniganj,Sandstone (SST)
750.1,4,9.00922,2.62,43.8976,50.8994,-81.4973,226.924,SANDSTONE,Raniganj,Sandstone (SST)
750.76,4,9.00922,2.89,54.9,55.1,-88.2,85.8,SANDY SHALE,Raniganj,ss
752,4,9.07834,2.69,51.1006,49.0003,-80.1976,208.184,SANDSTONE,Raniganj,Sandstone (SST)
753,4,9.07834,2.73,39.4982,48.2985,-76.3003,185.092,SANDSTONE,Raniganj,Sandstone (SST)
753.6,4,9.07834,2.08,37.8,26.4003,-77.3997,186.803,SHALE,Raniganj,Grey Shale
753.98,4,9.07834,2.71,37.8988,29.7021,-79.6003,191.188,SANDY SHALE,Raniganj,ss
755,4,9.12442,2.28,35.8009,29.6982,-86.8982,101.938,SANDSTONE,Raniganj,Sandstone (SST)
757.5,4,9.17051,2.65,66.2012,57.1003,-92.6933,199.897,SANDSTONE,Raniganj,Sandstone (SST)
758,4,9.17051,2.65,68.1997,58.0997,-96.0969,175.915,COAL,Raniganj,coal
758.8,4,9.28571,2.72,76.4015,57.9997,-88.9994,174.203,COAL,Raniganj,coal
760.6,4,9.42396,2.49,75.2997,58.6963,-94.2021,122.391,SHALE,Raniganj,Grey Shale
761,4,9.53917,2.7,70.6973,55.1034,-95.8003,99.6787,SANDY SHALE,Raniganj,ss
762.63,4,9.70046,2.67,80.4,65.1,-87.6,225.6,ALT SH/SST,Raniganj,alt
763.18,4,9.74654,2.75,58.1,49.0988,-89.5009,140.207,SANDY SHALE,Raniganj,ss
763.28,4,9.79263,2.78,57.7,47.7,-89.2,152,SHALE,Raniganj,Grey Shale
763.43,4,9.79263,2.72,56.5,47.2,-85.8,133.7,COAL,Raniganj,coal
763.73,4,9.79263,2.75,53.5988,45.4994,-92.1982,139.288,SANDY SHALE,Raniganj,ss
764,4,9.79263,2.69,49.3997,45.9,-89.2012,137.621,SANDSTONE,Raniganj,Sandstone (SST)
767,4,9.90783,2.6,462.1,155.7,-100.4,61.4,SANDSTONE,Raniganj,Sandstone (SST)
767.64,4,9.90783,2.57,246,132.9,-99.4,152,SANDSTONE,Raniganj,Sandstone (SST)
768.54,4,9.90783,2.58,73.1012,56.8994,-108.595,219.484,SANDY SHALE,Raniganj,ss
769.42,4,9.90783,2.55,66.5021,58.0985,-97.2982,257.004,SHALE,Raniganj,Grey Shale
770,4,9.90783,2.58,70.4,54.9,-88.9,214.7,SANDY SHALE,Raniganj,ss
770.5,4,9.74654,2.56,68,53.6,-87.4,217.8,SANDY SHALE,Raniganj,ss
770.74,4,9.74654,2.58,64.1997,53.1,-100.302,216.482,SANDSTONE,Raniganj,Sandstone (SST)
771.34,4,9.70046,2.55,64.1,51.4,-90.7,200.3,SANDY SHALE,Raniganj,ss
771.5,4,9.70046,2.59,67.3,51.2,-94.4,232.6,COAL,Raniganj,coal
773,4,9.58525,2.61,71.1,51.3,-117.3,147.6,SANDSTONE,Raniganj,Sandstone (SST)
774.6,4,9.53917,2.58,52.2006,47.4015,-103.294,186.016,SANDSTONE,Raniganj,Sandstone (SST)
774.7,4,9.53917,2.58,53.1,50,-93.2,181.3,SHALE,Raniganj,Grey Shale
775.37,4,9.1687,2.59,66.6,55.4,-97.8,107.8,SANDSTONE,Raniganj,Sandstone (SST)
775.62,4,9.0709,2.59,70.7012,55.2018,-96.7034,119.699,SANDY SHALE,Raniganj,ss
776,4,8.85086,2.57,95.3,69.9,-106.7,102.3,SHALE,Raniganj,Grey Shale
776.22,4,8.72861,2.59,91.1963,69.6994,-91.5988,99.7107,SHALE,Raniganj,Grey Shale
776.66,4,8.50856,2.57,67.0973,51.5976,-84.5009,183.383,SANDSTONE,Raniganj,Sandstone (SST)
777.02,4,8.72861,2.59003,56.4,50.3988,-100.093,204.709,SHALE,Raniganj,Grey Shale
778.02,4,7.79951,2.58403,64.3985,52.9,-91.0994,226.109,SANDY SHALE,Raniganj,ss
779,4,7.18826,2.57688,84.5,64.5,-122.7,206.6,ALT SH/SST,Raniganj,alt
779.54,4,6.23472,2.60906,75.4976,59.5024,-123.195,175.392,SANDY SHALE,Raniganj,ss
779.68,4,6.01467,2.61621,72.5003,65,-116.604,132.411,SANDSTONE,Raniganj,Sandstone (SST)
779.9,4,5.84352,2.59833,81.8,56.5,-129.7,180.7,SHALY COAL,Raniganj,coal
782,4,5.669,2.876,82.7,59.1,-80.2,199.3,SANDSTONE,Raniganj,Sandstone (SST)
782.9,4,5.6649,2.928,72.1,56.2,-74.8,227.4,SANDSTONE,Raniganj,Sandstone (SST)
783,4,5.666,2.898,72.3,57.6,-71,206.4,SHALE,Raniganj,Grey Shale
785,4,5.6649,2.94,76.1,54.2,-79.4,240.4,SANDSTONE,Raniganj,Sandstone (SST)
785.34,4,5.6649,2.977,72.6,63.6,-62.7,230.3,SANDSTONE,Raniganj,Sandstone (SST)
788,4,5.664,2.945,66.8,52,-59.6,233.9,SANDSTONE,Raniganj,Sandstone (SST)
790.3,4,5.664,2.851,88.7991,64.6,-100.999,152.609,SHALE,Raniganj,Grey Shale
791,4,5.6649,2.85,77.6,59.5,-96.8,216,SANDSTONE,Raniganj,Sandstone (SST)
791.32,4,5.665,3.038,75,60.5,-92.2,206,CARB SHALE,Raniganj,Carb Shale
791.75,4,5.664,2.677,70.2,55.9,-93.6,215.6,SHALE,Raniganj,Grey Shale
792.7,4,5.664,2.831,75.2,59.6,-82.8,188,ALT SH/SST,Raniganj,alt
794,4,5.6639,2.993,80.7,62.9,-73.8,198.8,SANDSTONE,Raniganj,Sandstone (SST)
795.5,4,5.6641,2.962,105.5,67.5,-98.3,111.3,SANDSTONE,Raniganj,Sandstone (SST)
796.23,4,5.664,2.478,74.6963,52.0985,-113.004,130.501,SHALE,Raniganj,Grey Shale
796.65,4,5.6649,2.70901,65.3994,49.0997,-102.9,117.109,ALT SH/SST,Raniganj,alt
797,4,5.6649,2.768,69.4,52.6,-101.5,123.5,SHALE,Raniganj,Grey Shale
797.63,4,5.664,2.856,65.7,66.1033,-93.3021,190.179,SHALE,Raniganj,Grey Shale
797.78,4,5.6639,2.798,72.1,57.8,-98.1,209.6,SANDSTONE,Raniganj,Sandstone (SST)
799.33,4,5.6639,2.818,90.5,64.3,-111.4,220.2,SANDY SHALE,Raniganj,ss
799.67,4,5.664,2.831,93.5018,69,-106.203,216.793,SANDSTONE,Raniganj,Sandstone (SST)
799.82,4,5.6631,2.812,96.2,69,-109.9,198.2,SANDSTONE,Raniganj,Sandstone (SST)
800,4,5.665,2.832,85.479,70.6,-104.6,153.7,SANDY SHALE,Raniganj,ss
801.4,4,5.6639,2.866,66.6168,55.4,-129.1,211.5,SANDY SHALE,Raniganj,ss
801.6,4,5.6631,2.923,61.3772,53.6994,-136.5,191.311,SANDSTONE,Raniganj,Sandstone (SST)
802,4,5.664,2.941,61.3772,49.2,-137.7,194.1,SHALE,Raniganj,Grey Shale
803,4,5.664,2.913,70.8084,47.2,-146.9,67.7,SANDY SHALE,Raniganj,ss
806,4,5.6641,2.849,43.5319,44,-107.4,125.3,SANDY SHALE,Raniganj,ss
806.1,4,5.662,2.843,44.8891,48.0049,-103.505,130.599,SHALE,Raniganj,Grey Shale
809,4,5.662,2.737,52.3369,55.6886,-128.8,133.7,SANDSTONE,Raniganj,Sandstone (SST)
811.43,4,5.6631,2.773,61.648,74.8503,-133.4,137.6,SANDSTONE,Raniganj,Sandstone (SST)
812,4,5.664,2.843,52.3369,68.2635,-135.2,137.6,SANDSTONE,Raniganj,Sandstone (SST)
813.9,4,5.663,2.843,52.3369,58.6826,-155.9,121,SANDSTONE,Raniganj,Sandstone (SST)
814.33,4,5.662,2.821,53.9686,51.497,-155.4,135.4,SANDY SHALE,Raniganj,ss
815,4,5.6629,2.838,46.7648,62.8743,-145.6,137.6,SANDSTONE,Raniganj,Sandstone (SST)
815.61,4,5.6629,2.871,57.9765,62.8743,-132.6,138.8,SANDSTONE,Raniganj,Sandstone (SST)
818,4,5.662,2.908,51.2766,55.2632,-15.4994,114.104,SANDSTONE,Raniganj,Sandstone (SST)
818.85,4,5.662,2.929,39.7016,38.9474,-56.203,144.465,SANDSTONE,Raniganj,Sandstone (SST)
821,4,5.6621,3.069,44.8891,45.7895,-26.4985,110.402,SANDSTONE,Raniganj,Sandstone (SST)
824,4,5.6619,2.851,49.2199,61.5789,-36.3985,123.598,ALT SH/SST,Raniganj,alt
827,4,5.6581,2.807,46.7648,40,15.5988,59.5887,ALT SH/SST,Raniganj,alt
829.4,4,5.6569,2.899,26.9103,67.3684,-27,111.8,SANDSTONE,Raniganj,Sandstone (SST)
830,4,5.658,2.782,42.65,52.1053,-47.8027,60.4832,SANDSTONE,Raniganj,Sandstone (SST)
832.7,4,5.658,2.975,45.8174,52.1053,-0.8,112.7,SANDSTONE,Raniganj,Sandstone (SST)
833,4,5.6581,2.937,49.2199,66.3158,-3.09817,137.203,SANDSTONE,Raniganj,Sandstone (SST)
834.15,4,5.6571,2.821,38.1092,45.7895,-0.603963,111.779,SANDY SHALE,Raniganj,ss
834.8,4,5.6591,2.865,36.2083,44.7368,17.803,100.41,SANDSTONE,Raniganj,Sandstone (SST)
836,4,5.6571,2.797,49.2199,53.1579,18.0991,131.302,ALT SH/SST,Raniganj,alt
837.76,4,5.6561,2.876,47.7318,54.2105,-8.4,47.3,SANDSTONE,Raniganj,Sandstone (SST)
839,4,5.658,2.914,43.5319,47.3684,8.80061,51.8832,ALT SH/SST,Raniganj,alt
840.2,4,5.658,2.898,49.2199,45.7895,4.8,87.7,ALT SH/SST,Raniganj,alt
842,4,5.658,2.95,38.1092,45.7895,-25.7985,117.224,SANDSTONE,Raniganj,Sandstone (SST)
843.52,4,5.651,2.826,31.6979,24.7368,-10,128.6,ALT SH/SST,Raniganj,alt
845,4,5.6499,3.085,35.4747,40,17.8003,81.8305,SANDSTONE,Raniganj,Sandstone (SST)
845.88,4,5.6511,2.913,46.7648,52.1053,26.2012,134.896,SANDSTONE,Raniganj,Sandstone (SST)
848,4,5.6502,2.88,32.3533,41.0526,15.2997,134.885,ALT SH/SST,Raniganj,alt
851,4,5.6404,2.84,38.8973,35.2632,10.7997,105.915,ALT SH/SST,Raniganj,alt
854,4,5.6404,2.859,26.9103,41.0526,-9.30031,100.417,ALT SH/SST,Raniganj,alt
855.25,4,5.6404,2.871,35.4747,36.3158,-78.2,122.7,SANDY SHALE,Raniganj,ss
857,4,5.6413,2.977,30.7395,32.6316,-11.3003,132.202,SANDSTONE,Raniganj,Sandstone (SST)
858.62,4,5.6385,2.937,22.8459,27.8947,-10.1945,114.486,SANDSTONE,Raniganj,Sandstone (SST)
860,4,5.6412,2.795,28.0347,24.7368,24.6003,142.707,SANDY SHALE,Raniganj,ss
863,4,5.6414,2.826,34.756,30.5263,-9.79482,144.003,SANDY SHALE,Raniganj,ss
863.55,4,5.6414,2.828,27.4668,26.8421,-24.011,114.484,SANDY SHALE,Raniganj,ss
866,4,5.6403,3.081,26.9103,17.3684,-17.6997,74.0863,SANDSTONE,Raniganj,Sandstone (SST)
868.1,4,5.6363,2.924,30.1167,30.5263,-28.1951,146.821,SANDSTONE,Raniganj,Sandstone (SST)
869,4,5.6362,2.956,30.7395,30.5263,0.701219,142.693,SANDSTONE,Raniganj,Sandstone (SST)
869.63,4,5.6373,2.90793,27.4668,32.6316,7.70122,159.028,SANDSTONE,Raniganj,Sandstone (SST)
872,4,5.6311,2.811,43.5319,41.0526,17.0003,55.0027,SANDY SHALE,Raniganj,ss
872.86,4,5.6307,2.969,35.4747,35.2632,9.59848,70.5165,SANDSTONE,Raniganj,Sandstone (SST)
873.26,4,5.6311,2.792,34.756,35.2632,8.1,51.4,SANDSTONE,Raniganj,Sandstone (SST)
875,4,5.6307,2.881,40.9394,42.6316,13.5009,85.893,SANDSTONE,Raniganj,Sandstone (SST)
875.4,4,5.6254,2.863,34.756,40,16.2,104.1,SANDSTONE,Raniganj,Sandstone (SST)
877.75,4,5.626,2.781,30.1167,30.5263,-13.1,140.8,ALT SH/SST,Raniganj,alt
878,4,5.626,2.812,32.3533,32.6316,-11.4991,139.518,SANDY SHALE,Raniganj,ss
880.32,4,5.6264,2.841,35.4747,29.4737,-46.5,36,SANDY SHALE,Raniganj,ss
881,4,5.6249,2.953,28.0347,31.5789,-24.9957,104.522,SANDSTONE,Barren Measures,Sandstone (SST)
884,4,5.625,2.872,38.1092,38.9474,4.40122,149.479,ALT SH/SST,Barren Measures,alt
887,4,5.6162,2.804,57.9765,62.6316,-2.89787,161.684,ALT SH/SST,Barren Measures,alt
888.5,4,5.6157,2.813,36.2083,37.8947,-53.4091,135.393,ALT SH/SST,Barren Measures,alt
889,4,5.6168,2.808,33.0223,38.9474,-89.4067,69.125,SANDY SHALE,Barren Measures,ss
890,4,5.6173,3.115,40.9394,54.2105,-21.8997,121.313,SANDSTONE,Barren Measures,Sandstone (SST)
890.25,4,5.6173,3.037,41.7859,57.8947,-19.6,132.7,SANDSTONE,Barren Measures,Sandstone (SST)
892.35,4,5.6168,2.763,37.3371,44.7368,-18.297,154,ALT SH/SST,Barren Measures,alt
893,4,5.6173,2.797,38.1092,45.7895,-4.9,148.111,SANDY SHALE,Barren Measures,ss
893.85,4,5.6168,2.971,41.7859,56.8421,-13.8037,145.814,SANDSTONE,Barren Measures,Sandstone (SST)
894.21,4,5.6157,2.95902,44.8891,63.6842,-30.3997,167.611,SANDY SHALE,Barren Measures,ss
895.21,4,5.6162,2.91599,63.57,62.6316,-37.0034,131.333,SANDSTONE,Barren Measures,Sandstone (SST)
896,4,5.6147,2.807,51.2766,56.8421,-13.5991,157.611,ALT SH/SST,Barren Measures,alt
897.84,4,5.6152,2.845,51.2766,48.4211,-83.8,25.5,ALT SH/SST,Barren Measures,alt
899,4,5.6162,2.836,50.2377,57.8947,-182.798,129.52,SANDY SHALE,Barren Measures,ss
901,4,5.6091,2.95,46.7648,48.4211,-119,113.203,SANDSTONE,Barren Measures,Sandstone (SST)
902,4,5.6075,2.778,56.2236,55.2632,-131.001,65.0402,ALT SH/SST,Barren Measures,alt
903.2,4,5.6051,2.82301,57.9765,70,-88.9018,77.2945,SANDY SHALE,Barren Measures,ss
903.34,4,5.601,2.827,61.648,70,-89.2988,65.5,SANDSTONE,Barren Measures,Sandstone (SST)
903.76,4,5.5994,2.842,64.8845,70,-98.8991,157.6,SANDY SHALE,Barren Measures,ss
905,4,5.5919,2.85,46.7648,52.1053,-94.8006,126.844,ALT SH/SST,Barren Measures,alt
907.2,4,5.5919,2.86299,46.7648,50.5263,-171,134.014,ALT SH/SST,Barren Measures,alt
908,4,5.5917,2.832,53.9686,43.6842,-169.399,134.009,SANDY SHALE,Barren Measures,ss
911,4,5.5909,2.723,66.2262,58.9474,-51.296,126.29,SANDY SHALE,Barren Measures,ss
914,4,5.5898,2.821,54.0419,75.7895,101.6,125.912,SANDY SHALE,Barren Measures,ss
916.45,4,5.5828,2.621,42.515,62.6316,81.8003,150.821,SANDY SHALE,Barren Measures,ss
917,4,5.5838,2.796,38.3234,75.7895,82.8,150.817,SANDSTONE,Barren Measures,Sandstone (SST)
917.77,4,5.5829,2.752,42.515,74.7368,86.6997,165.779,SANDSTONE,Barren Measures,Sandstone (SST)
919.62,4,5.5838,2.64,47.7545,73.1579,77.3009,157.628,ALT SH/SST,Barren Measures,alt
920,4,5.5828,2.669,40.4192,73.1579,79.6994,195.321,SANDSTONE,Barren Measures,Sandstone (SST)
923,4,5.5696,2.592,25.05,73.1579,76.5003,175.802,SANDSTONE,Barren Measures,Sandstone (SST)
926,4,5.5696,2.607,40.9394,63.57,96.2991,234.795,SANDSTONE,Barren Measures,Sandstone (SST)
929,4,5.5706,2.583,169.597,156.396,102.5,216.255,SANDSTONE,Barren Measures,Sandstone (SST)
929.75,4,5.5706,2.585,197.601,173.5,102.9,224.85,SANDSTONE,Barren Measures,Sandstone (SST)
930.2,4,5.5705,2.62204,185.904,167.901,103.599,198.511,SANDSTONE,Barren Measures,Sandstone (SST)
932,4,5.5705,2.617,168.9,153.199,100.901,151.341,SANDSTONE,Barren Measures,Sandstone (SST)
935,4,5.5695,2.681,178.701,153.4,112.2,219.9,SANDSTONE,Barren Measures,Sandstone (SST)
938,4,5.5696,2.638,172.3,146.699,103.801,201.21,SANDSTONE,Barren Measures,Sandstone (SST)
941,4,5.5696,2.594,191.101,182.005,92.5003,99.4695,SANDSTONE,Barren Measures,Sandstone (SST)
942.85,4,5.5695,2.50733,143.8,126.2,100.9,171.3,SANDSTONE,Barren Measures,Sandstone (SST)
943.75,4,6.1144,2.51834,110.102,119.998,111.899,185.275,SANDSTONE,Barren Measures,Sandstone (SST)
944,4,6.90335,2.50733,114.198,123,113.001,197.585,SANDSTONE,Barren Measures,Sandstone (SST)
946.26,4,7.5601,2.506,144.802,140.6,92.2003,189.914,SANDSTONE,Barren Measures,Sandstone (SST)
947,4,7.6179,2.462,148.399,135.999,93.2003,178.141,SANDSTONE,Barren Measures,Sandstone (SST)
948.65,4,7.4871,2.353,163.5,147.5,91.3,216.7,SANDSTONE,Barren Measures,Sandstone (SST)
950,4,7.5646,2.438,161.601,145.1,91.1,221.679,SANDSTONE,Barren Measures,Sandstone (SST)
950.27,4,7.5844,2.466,160.999,145.2,90.8,229.795,SANDSTONE,Barren Measures,Sandstone (SST)
950.75,4,7.527,2.466,169.4,148.2,90.6,239.802,SANDSTONE,Barren Measures,Sandstone (SST)
951.73,4,7.5269,2.45595,167.8,150.1,90.5,227.1,SANDSTONE,Barren Measures,Sandstone (SST)
952.82,4,7.5296,2.444,151.401,140.5,91.1003,263.011,SANDSTONE,Barren Measures,Sandstone (SST)
953,4,7.5311,2.471,148.302,140.4,90.8,212.619,SANDSTONE,Barren Measures,Sandstone (SST)
953.94,4,7.5818,2.481,138.101,124.502,90.4,162.211,SANDSTONE,Barren Measures,Sandstone (SST)
956,4,7.5819,2.446,143.903,142.399,89.7997,241.19,SANDSTONE,Barren Measures,Sandstone (SST)
957.54,4,7.5193,2.482,125.4,117,89.3,165.4,SANDSTONE,Barren Measures,Sandstone (SST)
959,4,7.5678,2.455,134.606,131.799,90,152.23,SANDSTONE,Barren Measures,Sandstone (SST)
959.42,4,7.5828,2.449,112,112.7,91,248,SANDSTONE,Barren Measures,Sandstone (SST)
962,4,7.6327,2.488,106.698,118.396,90.1997,97.7277,SANDSTONE,Barren Measures,Sandstone (SST)
965,4,7.7551,2.452,124.599,129.999,86.9,183.983,SANDSTONE,Barren Measures,Sandstone (SST)
968,4,7.7316,2.466,125.807,138.203,88.9,242.578,SANDSTONE,Barren Measures,Sandstone (SST)
969,4,7.6527,2.388,130.197,124.286,87.9,123.986,SANDY SHALE,Barren Measures,ss
971,4,7.5885,2.409,110.099,119.199,86.5997,211.715,SANDSTONE,Barren Measures,Sandstone (SST)
972.7,4,7.5089,2.39002,149.998,140.003,86.7,178.1,ALT SH/SST,Barren Measures,alt
974,4,7.532,2.442,182.099,164.998,87.0997,161.279,SANDSTONE,Barren Measures,Sandstone (SST)
976.07,4,7.5291,2.448,202.001,164.999,89.1,179.941,ALT SH/SST,Barren Measures,alt
976.67,4,7.5265,2.47602,215.898,172.701,89.4,210.775,SANDSTONE,Barren Measures,Sandstone (SST)
977,4,7.5319,2.562,221.298,174.9,89.5,209.936,SANDSTONE,Barren Measures,Sandstone (SST)
979.7,4,7.5539,2.44401,147.206,121.304,115.099,293.883,SANDSTONE,Barren Measures,Sandstone (SST)
980,4,7.5254,2.408,139.501,119.897,115.3,289.743,SANDSTONE,Barren Measures,Sandstone (SST)
980.9,4,7.4866,2.404,222.486,195.993,115,194.022,SANDSTONE,Barren Measures,Sandstone (SST)
983,4,7.4867,2.474,172.804,150.898,87.6997,244.405,SANDSTONE,Barren Measures,Sandstone (SST)
983.9,4,7.5734,2.516,140.899,126.103,87.9,240.721,SANDSTONE,Barren Measures,Sandstone (SST)
986,4,7.6703,2.421,147.699,146.196,87.9,194.893,SANDSTONE,Barren Measures,Sandstone (SST)
988.05,4,7.5984,2.45203,135.1,130.498,88.1,185.327,SANDSTONE,Barren Measures,Sandstone (SST)
989,4,7.5538,2.461,117.602,122.001,86.6003,143.085,SANDSTONE,Barren Measures,Sandstone (SST)
989.6,4,7.52739,2.46401,117.1,123.3,86.9,172.6,SANDSTONE,Barren Measures,Sandstone (SST)
990.4,4,7.481,2.422,120.299,120.101,86.6003,172.636,SANDSTONE,Barren Measures,Sandstone (SST)
992,4,7.4865,2.294,98.8058,117.8,87.4,256.196,SANDSTONE,Barren Measures,Sandstone (SST)
994.4,4,7.567,2.5,89.1003,104.501,85.4003,64.9902,SANDSTONE,Barren Measures,Sandstone (SST)
995,4,7.5768,2.468,89.2997,98.9006,84.8,95.8832,SANDSTONE,Barren Measures,Sandstone (SST)
