DEPT[M],CALP[CM],DENS[G/C,NGAMMA[A,RES[OHM-,SPR[OHM],SP[MV]
350.72,6.67,2.80009,168.106,81.7023,94.153,-109.9
350.74,6.67,2.75009,162.671,80.7031,92.9037,-109.9
350.76,6.67,2.71009,160.889,79.7521,91.8023,-109.95
350.78,6.67,2.67006,164.196,78.8023,90.8023,-110
350.8,6.67,2.64502,165.099,77.9026,89.9524,-110
350.82,6.67,2.64,163.552,77.1006,89.2505,-110
350.84,6.67,2.64,158.765,76.3018,88.6014,-110
350.86,6.67,2.64995,158.093,75.5024,88.0018,-110.05
350.88,6.67,2.66,159.605,74.7516,87.4014,-110.1
350.9,6.67,2.66,155.267,74.1019,86.7521,-110.1
350.92,6.67,2.66498,151.104,73.4516,86.0018,-110.15
350.94,6.67,2.67,149.553,72.8014,85.1521,-110.2
350.96,6.67,2.67,151.29,72.2018,84.203,-110.25
350.98,6.67,2.68991,152.605,71.6511,83.2521,-110.3
351,6.67,2.70502,148.912,71.2009,82.4516,-110.35
351.02,6.67,2.70995,145.856,70.8012,81.9015,-110.45
351.04,6.67,2.70507,143.26,70.4507,81.6005,-110.5
351.06,6.67,2.69,143.041,70.1507,81.5995,-110.55
351.08,6.67,2.67009,148.033,69.8509,81.9487,-110.6
351.1,6.67,2.65,152.198,69.6002,82.4496,-110.65
351.12,6.67,2.65,154.146,69.4005,83.0484,-110.75
351.14,6.67,2.63009,156.094,69.2504,83.6981,-110.85
351.16,6.67,2.60003,159.141,69.1502,84.2489,-110.95
351.18,6.67,2.59,162.839,69.0503,84.7485,-111.05
351.2,6.67,2.59,162.858,69,85.1493,-111.15
351.22,6.67,2.58502,164.136,69,85.4991,-111.3
351.24,6.67,2.59493,170.231,69.0995,85.849,-111.45
351.26,6.67,2.61498,170.712,69.2995,86.0995,-111.6
351.28,6.67,2.62498,167.901,69.5493,86.2498,-111.8
351.3,6.67,2.63995,167.451,69.8491,86.3497,-111.999
351.32,6.67,2.65998,170.495,70.0998,86.4,-112.2
351.34,6.67,2.67,171.61,70.2995,86.3502,-112.449
351.36,6.67,2.70982,168.557,70.4994,86.2005,-112.749
351.38,6.67,2.76495,169.641,70.6,85.9507,-113.049
351.4,6.67,2.78,176.126,70.6,85.6509,-113.449
351.42,6.67,2.78,180.7,70.5502,85.3009,-113.949
351.44,6.67,2.77502,178.311,70.4502,84.9507,-114.499
351.46,6.67,2.77,180.483,70.3503,84.7007,-115.148
351.48,6.67,2.75009,186.394,70.2005,84.6,-115.998
351.5,6.67,2.72003,191.632,70.0502,84.6498,-117.147
351.52,6.67,2.69009,195.146,70.0001,84.8492,-118.297
351.54,6.67,2.66502,192.759,70,85.1991,-118.651
351.56,6.67,2.64505,191.646,70.0498,85.5991,-118.45
351.58,6.67,2.62502,189.911,70.1497,85.9988,-118.4
351.6,6.67,2.61501,186.002,70.3498,86.3498,-118.2
351.62,6.67,2.61,183.804,70.6991,86.5995,-117.602
351.64,6.67,2.61498,178.123,71.0988,86.7496,-116.255
351.66,6.67,2.62,170.712,71.5489,86.8,-114.902
351.68,6.67,2.62,166.611,72.0982,86.8498,-113.953
351.7,6.67,2.64489,164.652,72.6986,86.9995,-112.703
351.72,6.67,2.68495,165.046,73.2489,87.2493,-111.303
351.74,6.67,2.69502,163.759,73.7982,87.5989,-109.954
351.76,6.67,2.69,163.342,74.3489,88.0489,-109.2
351.78,6.67,2.67006,172.466,74.7991,88.5986,-109
351.8,6.67,2.64005,183.97,75.149,89.1982,-108.801
351.82,6.67,2.61003,189.648,75.4997,89.7496,-108.65
351.84,6.67,2.59,195.331,75.8493,90.2986,-108.6
351.86,6.67,2.57507,201.634,76.1491,90.7986,-108.6
351.88,6.67,2.56,211.614,76.4991,91.1991,-108.6
351.9,6.67,2.56,217.099,76.9485,91.4992,-108.6
351.92,6.67,2.56995,215.994,77.3991,91.6498,-108.6
351.94,6.67,2.58,220.784,77.8986,91.6502,-108.6
351.96,6.67,2.58,221.458,78.3986,91.4508,-108.6
351.98,6.67,2.58,221.885,78.6995,91.0511,-108.6
352,6.67,2.59495,220.223,78.8,90.5014,-108.6
352.02,6.67,2.61,221.031,78.6507,89.8521,-108.6
352.04,6.67,2.62493,227.149,78.1018,89.2014,-108.6
352.06,6.67,2.63003,226.504,77.1027,88.6014,-108.6
352.08,6.67,2.61502,230.578,75.6548,88.1014,-108.6
352.1,6.67,2.59003,234.751,73.5519,87.8501,-108.6
352.12,6.67,2.57,244.551,70.8566,87.8995,-108.6
352.14,6.67,2.56005,253.94,67.8095,88.2985,-108.6
352.16,6.67,2.53505,252.401,64.3585,89.1475,-108.6
352.18,6.67,2.52,254.589,60.6613,90.4955,-108.6
352.2,6.67,2.49511,254.163,57.1078,92.395,-108.6
352.22,6.67,2.47,256.327,53.8073,94.7443,-108.6
352.24,6.67,2.46005,255.32,50.8089,97.3917,-108.6
352.26,6.67,2.45,246.363,48.3548,100.144,-108.6
352.28,6.67,2.44502,240.464,46.5037,102.645,-108.6
352.3,6.67,2.43502,235.464,45.0542,104.595,-108.6
352.32,6.67,2.41502,233.051,44.0006,105.6,-108.55
352.34,6.67,2.4,227.374,43.4507,105.501,-108.5
352.36,6.67,2.34027,219.968,43.2505,104.354,-108.5
352.38,6.67,2.23514,216.058,43.4489,102.156,-108.5
352.4,6.67,2.19,218.434,44.0978,99.2592,-108.5
352.42,6.67,2.11037,219.962,45.0973,96.0576,-108.45
352.44,6.67,2.01505,219.49,46.5461,92.8073,-108.4
352.46,6.67,2,223.19,48.3941,89.9582,-108.4
352.48,6.67,1.96018,224.501,50.4452,87.7543,-108.35
352.5,6.67,1.90006,227.137,52.6945,86.1032,-108.3
352.52,6.67,1.86507,226.512,54.9931,85.0029,-108.25
352.54,6.67,1.86991,231.262,57.0954,84.3511,-108.2
352.56,6.67,1.94483,241.342,58.9461,83.9507,-108.15
352.58,6.67,2.07963,243.744,60.396,83.6509,-108.1
352.6,6.67,2.25485,245.049,61.3495,83.3502,-108.05
352.62,6.67,2.35,247.442,61.8493,83.0507,-108
352.64,6.67,2.44456,255.021,61.9998,82.7509,-107.95
352.66,6.67,2.55495,256.122,61.8507,82.5502,-107.9
352.68,6.67,2.57,250.66,61.4514,82.4503,-107.85
352.7,6.67,2.60982,248.905,60.9014,82.3502,-107.8
352.72,6.67,2.66994,249.99,60.2516,82.1507,-107.75
352.74,6.67,2.71489,249.808,59.6517,81.8011,-107.7
352.76,6.67,2.74498,243.07,59.1511,81.2516,-107.65
352.78,6.67,2.74502,238.252,58.6511,80.5018,-107.6
352.8,6.67,2.73005,234.317,58.3008,79.5531,-107.55
352.82,6.67,2.70502,233.845,58.1002,78.5507,-107.5
352.84,6.67,2.69,232.819,57.9005,77.6023,-107.45
352.86,6.67,2.67009,231.941,57.8002,76.7026,-107.4
352.88,6.67,2.64502,233.906,57.8,76.0511,-107.4
352.9,6.67,2.64,232.602,57.8,75.5515,-107.4
352.92,6.67,2.61511,236.93,57.8498,75.2005,-107.4
352.94,6.67,2.56508,238.264,57.9498,75.0502,-107.4
352.96,6.67,2.54,239.336,57.9999,75.0996,-107.4
352.98,6.67,2.53005,240.464,58.0498,75.3493,-107.45
353,6.67,2.52,239.142,58.0502,75.7489,-107.5
353.02,6.67,2.52,239.802,58.0001,76.2982,-107.5
353.04,6.67,2.51502,234.121,57.9502,76.9484,-107.5
353.06,6.67,2.51498,227.808,57.8502,77.6484,-107.55
353.08,6.67,2.52498,223.913,57.7503,78.3479,-107.6
353.1,6.67,2.54997,221.5,57.6501,79.0495,-107.6
353.12,6.67,2.57,218.662,57.6,79.6489,-107.6
353.14,6.67,2.61977,209.733,57.5502,80.1485,-107.6
353.16,6.67,2.69492,203.4,57.4502,80.5493,-107.6
353.18,6.67,2.72,202.106,57.3503,80.7993,-107.6
353.2,6.67,2.74489,201.646,57.2502,80.9,-107.6
353.22,6.67,2.77498,199.464,57.1005,80.9,-107.6
353.24,6.67,2.78995,191.876,56.8508,80.9,-107.6
353.26,6.67,2.8,195.313,56.5507,80.8502,-107.6
353.28,6.67,2.79003,202.106,56.2507,80.7502,-107.6
353.3,6.67,2.76507,203.39,55.9509,80.6503,-107.6
353.32,6.67,2.72005,201.008,55.6003,80.5501,-107.65
353.34,6.67,2.69,192.964,55.2507,80.5498,-107.7
353.36,6.67,2.65516,196.624,54.9011,80.6497,-107.7
353.38,6.67,2.61502,198.622,54.5009,80.7498,-107.65
353.4,6.67,2.61,193.608,54.151,80.8497,-107.6
353.42,6.67,2.60005,188.423,53.8009,80.9,-107.6
353.44,6.67,2.58502,181.011,53.4507,80.8502,-107.6
353.46,6.67,2.58,187.712,53.2007,80.7005,-107.6
353.48,6.67,2.57502,191.674,52.9507,80.4507,-107.55
353.5,6.67,2.57498,187.495,52.7502,80.1009,-107.5
353.52,6.67,2.58995,187.702,52.7001,79.6515,-107.5
353.54,6.67,2.6,191.578,52.7,79.1511,-107.5
353.56,6.67,2.61495,208.992,52.7,78.6511,-107.5
353.58,6.67,2.63,215.808,52.7498,78.1018,-107.5
353.6,6.67,2.64498,212.296,52.8499,77.4505,-107.5
353.62,6.67,2.66,215.596,52.9995,76.7018,-107.5
353.64,6.67,2.66,222.571,53.1496,75.9024,-107.5
353.66,6.67,2.64505,230.641,53.2,75.0521,-107.45
353.68,6.67,2.63,230.009,53.2498,74.1527,-107.4
353.7,6.67,2.61507,226.753,53.3498,73.3516,-107.45
353.72,6.67,2.6,230.181,53.4,72.7014,-107.5
353.74,6.67,2.59005,235.19,53.4,72.2014,-107.5
353.76,6.67,2.58,234.557,53.4,71.9502,-107.55
353.78,6.67,2.57502,236.683,53.4,71.9498,-107.6
353.8,6.67,2.57,235.417,53.4,72.1492,-107.65
353.82,6.67,2.57,237.789,53.3501,72.5496,-107.7
353.84,6.67,2.57,243.06,53.2502,73.1484,-107.7
353.86,6.67,2.56005,242.645,53.1503,73.8479,-107.7
353.88,6.67,2.55498,245.246,53.0502,74.6479,-107.7
353.9,6.67,2.56,243.262,52.9005,75.5472,-107.65
353.92,6.67,2.55502,244.78,52.6507,76.3982,-107.6
353.94,6.67,2.54003,246.164,52.4005,77.2479,-107.6
353.96,6.67,2.53,243.105,52.1508,78.1472,-107.55
353.98,6.67,2.53498,242.403,51.8009,79.0479,-107.5
354,6.67,2.54,244.338,51.4507,79.9479,-107.5
354.02,6.67,2.54498,246.548,51.1011,80.8473,-107.5
354.04,6.67,2.55498,243.064,50.7507,81.6982,-107.5
354.06,6.67,2.56997,237.81,50.4507,82.5479,-107.5
354.08,6.67,2.58498,236.947,50.1509,83.3477,-107.5
354.1,6.67,2.59499,237.202,49.9501,84.0495,-107.5
354.12,6.67,2.6,232.815,49.8005,84.7484,-107.5
354.14,6.67,2.6,224.976,49.7002,85.3981,-107.5
354.16,6.67,2.58505,218.658,49.7,85.8991,-107.55
354.18,6.67,2.57,218.645,49.7,86.2988,-107.6
354.2,6.67,2.57498,217.812,49.7,86.5498,-107.6
354.22,6.67,2.58498,217.34,49.7498,86.5502,-107.6
354.24,6.67,2.59498,214.719,49.8497,86.4005,-107.65
354.26,6.67,2.59005,212.538,49.9995,86.0511,-107.7
354.28,6.67,2.58498,216.494,50.1498,85.5511,-107.7
354.3,6.67,2.59,213.219,50.2995,85.0018,-107.7
354.32,6.67,2.59,209.698,50.4998,84.4504,-107.7
354.34,6.67,2.59,204.081,50.6995,84.0009,-107.7
354.36,6.67,2.59995,201.64,50.9492,83.651,-107.65
354.38,6.67,2.61,204.258,51.2991,83.4005,-107.6
354.4,6.67,2.61,197.725,51.7485,83.3002,-107.6
354.42,6.67,2.61995,190.959,52.2489,83.3498,-107.6
354.44,6.67,2.64495,184.869,52.7489,83.4995,-107.6
354.46,6.67,2.66,182.896,53.2485,83.7492,-107.6
354.48,6.67,2.66,181.417,53.7489,84.0493,-107.6
354.5,6.67,2.66,176.804,54.1991,84.3493,-107.6
354.52,6.67,2.65005,175.055,54.549,84.5993,-107.6
354.54,6.67,2.64,175.046,54.8493,84.7498,-107.6
354.56,6.67,2.62505,178.289,55.1493,84.8,-107.6
354.58,6.67,2.61,180.497,55.3993,84.7005,-107.55
354.6,6.67,2.59502,180.949,55.6498,84.4502,-107.5
354.62,6.67,2.58,179.46,55.9493,84.1507,-107.5
354.64,6.67,2.57502,179.244,56.2989,83.8509,-107.5
354.66,6.67,2.56502,182.693,56.7489,83.5507,-107.5
354.68,6.67,2.56,184.447,57.2485,83.3007,-107.45
354.7,6.67,2.56498,183.605,57.8484,83.1502,-107.4
354.72,6.67,2.57,179.464,58.5484,83.1,-107.45
354.74,6.67,2.57,175.111,59.3474,83.1995,-107.5
354.76,6.67,2.56502,170.764,60.1982,83.4493,-107.5
354.78,6.67,2.56498,166.157,61.0479,83.7493,-107.5
354.8,6.67,2.57498,160.272,61.8975,84.1486,-107.5
354.82,6.67,2.58499,152.655,62.6994,84.6496,-107.5
354.84,6.67,2.59,150.047,63.4484,85.1986,-107.5
354.86,6.67,2.59,148.758,64.1479,85.8977,-107.5
354.88,6.67,2.59,145.904,64.7986,86.7479,-107.5
354.9,6.67,2.59,141.318,65.2986,87.7468,-107.55
354.92,6.67,2.59,138.247,65.6991,88.9968,-107.6
354.94,6.67,2.59,141.737,66.0991,90.5959,-107.6
354.96,6.67,2.59,139.37,66.3992,92.6931,-107.6
354.98,6.67,2.59498,131.711,66.5,95.2936,-107.65
355,6.67,2.61495,127.558,66.4502,98.3922,-107.7
355.02,6.67,2.63995,126.251,66.201,101.939,-107.7
355.04,6.67,2.66493,122.37,65.6018,105.642,-107.7
355.06,6.67,2.68,109.539,64.7521,109.292,-107.75
355.08,6.67,2.69493,100.366,63.803,112.789,-107.8
355.1,6.67,2.70501,98.6017,62.7009,115.648,-107.8
355.12,6.67,2.7,94.2648,61.5027,117.646,-107.8
355.14,6.67,2.71991,86.6749,60.4032,118.897,-107.8
355.16,6.67,2.75495,81.4041,59.4521,119.101,-107.8
355.18,6.67,2.77,84.6324,58.7021,118.154,-107.8
355.2,6.67,2.79489,89.2479,58.2507,116.255,-107.75
355.22,6.67,2.83994,92.2881,58.0502,113.458,-107.7
355.24,6.67,2.86498,96.8371,58.0498,109.712,-107.7
355.26,6.67,2.87498,103.578,58.2493,105.41,-107.7
355.28,6.67,2.86505,113.178,58.5493,100.861,-107.65
355.3,6.67,2.84502,119.486,58.8491,96.015,-107.6
355.32,6.67,2.81511,124.285,59.0995,91.4096,-107.6
355.34,6.67,2.79,128.247,59.2498,87.3589,-107.55
355.36,6.67,2.77507,133.03,59.3497,83.661,-107.5
355.38,6.67,2.76997,140.634,59.3502,80.5562,-107.5
355.4,6.67,2.78,146.484,59.3001,78.2066,-107.45
355.42,6.67,2.75014,151.936,59.3,76.3041,-107.4
355.44,6.67,2.70006,156.991,59.3,74.753,-107.4
355.46,6.67,2.68,161.784,59.2502,73.6531,-107.35
355.48,6.67,2.65014,167.636,59.2,72.8018,-107.3
355.5,6.67,2.60505,170.501,59.2,72.1511,-107.3
355.52,6.67,2.58502,173.784,59.1502,71.6515,-107.3
355.54,6.67,2.56507,175.757,59.0502,71.2507,-107.25
355.56,6.67,2.55,171.811,58.9502,70.9507,-107.2
355.58,6.67,2.54502,170.698,58.8503,70.7007,-107.2
355.6,6.67,2.54499,167.856,58.7501,70.5501,-107.15
355.62,6.67,2.55,162.655,58.7,70.4502,-107.1
355.64,6.67,2.56493,155.281,58.7,70.3503,-107.1
355.66,6.67,2.58498,146.959,58.7,70.3498,-107.1
355.68,6.67,2.59,147.392,58.7498,70.4497,-107.1
355.7,6.67,2.59498,147.212,58.9493,70.5498,-107.15
355.72,6.67,2.60498,144.799,59.2493,70.7493,-107.2
355.74,6.67,2.61498,144.801,59.5989,71.0989,-107.2
355.76,6.67,2.61502,146.74,59.9991,71.5489,-107.25
355.78,6.67,2.61498,149.796,60.4489,72.1484,-107.3
355.8,6.67,2.62,149.405,60.9982,72.8976,-107.35
355.82,6.67,2.62498,146.756,61.5986,73.7479,-107.4
355.84,6.67,2.63,143.26,62.2484,74.7973,-107.45
355.86,6.67,2.63498,140.655,62.9479,76.1456,-107.5
355.88,6.67,2.63502,136.716,63.6982,77.6963,-107.55
355.9,6.67,2.63,130.866,64.4478,79.4942,-107.6
355.92,6.67,2.62502,122.428,65.2479,81.6447,-107.6
355.94,6.67,2.62498,114.11,66.1977,84.1438,-107.6
355.96,6.67,2.63,113.197,67.2467,86.8915,-107.6
355.98,6.67,2.64493,108.876,68.3973,89.8429,-107.65
356,6.67,2.66,100.811,69.6968,92.9927,-107.7
356.02,6.67,2.66995,95.5667,71.1953,96.24,-107.7
356.04,6.67,2.67502,97.2789,72.8959,99.4927,-107.7
356.06,6.67,2.67498,100.805,74.7954,102.693,-107.7
356.08,6.67,2.68498,95.5707,76.993,105.741,-107.7
356.1,6.67,2.70498,93.996,79.3982,108.548,-107.65
356.12,6.67,2.72,98.342,81.9438,111.194,-107.6
356.14,6.67,2.73991,101.64,84.9404,113.693,-107.6
356.16,6.67,2.76997,99.268,88.342,116.045,-107.6
356.18,6.67,2.78,97.048,91.9389,118.293,-107.6
356.2,6.67,2.78,102.483,95.8904,120.595,-107.6
356.22,6.67,2.78,106.449,100.14,122.995,-107.6
356.24,6.67,2.78,103.863,104.487,125.343,-107.6
356.26,6.67,2.78,101.647,108.89,127.695,-107.6
356.28,6.67,2.78,104.888,113.24,130.194,-107.6
356.3,6.67,2.78498,106.451,117.388,132.643,-107.65
356.32,6.67,2.78502,103.409,121.192,134.995,-107.7
356.34,6.67,2.78,98.8119,124.593,137.444,-107.7
356.36,6.67,2.76507,95.3579,127.541,139.942,-107.7
356.38,6.67,2.75,94.2511,129.895,142.444,-107.7
356.4,6.67,2.75,88.8242,131.645,144.992,-107.7
356.42,6.67,2.75498,81.6589,132.947,147.594,-107.7
356.44,6.67,2.76,79.0032,133.749,150.045,-107.7
356.46,6.67,2.76,75.066,134.149,152.293,-107.7
356.48,6.67,2.76,73.3429,134.25,154.246,-107.7
356.5,6.67,2.75003,69.226,134.001,155.647,-107.7
356.52,6.67,2.74498,65.4996,133.551,156.398,-107.7
356.54,6.67,2.75,69.1922,132.952,156.5,-107.7
356.56,6.67,2.75997,67.2169,132.202,155.803,-107.7
356.58,6.67,2.76502,67.4376,131.353,154.255,-107.7
356.6,6.67,2.76998,67.456,130.501,152.052,-107.7
356.62,6.67,2.78,65.4909,129.652,149.158,-107.7
356.64,6.67,2.77502,66.8001,128.703,145.711,-107.7
356.66,6.67,2.76003,62.4169,127.603,141.959,-107.7
356.68,6.67,2.75,61.5426,126.304,137.913,-107.7
356.7,6.67,2.75498,60.5179,124.605,133.859,-107.7
356.72,6.67,2.76498,57.247,122.455,130.058,-107.7
356.74,6.67,2.76502,57.899,119.908,126.461,-107.7
356.76,6.67,2.75005,59.194,116.808,123.207,-107.7
356.78,6.67,2.73003,60.9479,113.209,120.406,-107.65
356.8,6.67,2.71502,59.6573,109.312,117.957,-107.6
356.82,6.67,2.70502,61.1351,105.259,115.854,-107.6
356.84,6.67,2.7,67.6352,101.11,114.153,-107.6
356.86,6.67,2.69005,74.379,97.0621,112.754,-107.55
356.88,6.67,2.68498,77.253,93.3082,111.453,-107.5
356.9,6.67,2.69,76.4019,89.8105,110.104,-107.45
356.92,6.67,2.68005,79.4351,86.5571,108.554,-107.4
356.94,6.67,2.67498,84.6411,83.6064,106.705,-107.35
356.96,6.67,2.68,88.339,80.9081,104.507,-107.3
356.98,6.67,2.68995,90.5479,78.3557,101.807,-107.25
357,6.67,2.7,92.2941,75.9553,98.7571,-107.2
357.02,6.67,2.71493,97.729,73.7566,95.5599,-107.15
357.04,6.67,2.73498,103.393,71.7046,92.3073,-107.1
357.06,6.67,2.74498,109.031,69.7543,89.2566,-107.1
357.08,6.67,2.74005,112.746,67.9554,86.6077,-107.05
357.1,6.67,2.73,114.696,66.3012,84.4015,-107
357.12,6.67,2.73,120.584,64.7037,82.6037,-107
357.14,6.67,2.71009,124.941,63.1547,81.2537,-107
357.16,6.67,2.67006,130.18,61.753,80.2521,-107
357.18,6.67,2.65,134.792,60.454,79.3528,-107
357.2,6.67,2.62014,137.837,59.153,78.5516,-106.95
357.22,6.67,2.57006,141.098,57.9027,77.9014,-106.9
357.24,6.67,2.54502,142.395,56.7037,77.3018,-106.9
357.26,6.67,2.52507,146.535,55.5027,76.7511,-106.9
357.28,6.67,2.50003,150.447,54.3027,76.2511,-106.9
357.3,6.67,2.48005,149.805,53.2032,75.8511,-106.9
357.32,6.67,2.47498,149.147,52.1525,75.5009,-106.85
357.34,6.67,2.48,154.379,51.1521,75.1507,-106.8
357.36,6.67,2.50489,159.839,50.2528,74.8509,-106.8
357.38,6.67,2.53498,160.501,49.4516,74.5009,-106.8
357.4,6.67,2.54,157.662,48.7024,74.1012,-106.8
357.42,6.67,2.54498,160.226,48.0014,73.7009,-106.75
357.44,6.67,2.54502,168.088,47.5009,73.3009,-106.7
357.46,6.67,2.54,166.565,47.1012,72.951,-106.7
357.48,6.67,2.54498,162.201,46.8005,72.6507,-106.7
357.5,6.67,2.55997,160.905,46.6005,72.4502,-106.7
357.52,6.67,2.57,163.485,46.4504,72.3005,-106.7
357.54,6.67,2.57995,165.259,46.4,72.1502,-106.7
357.56,6.67,2.58502,160.264,46.4,72.0502,-106.7
357.58,6.67,2.59493,159.146,46.4,71.9503,-106.7
357.6,6.67,2.60501,157.406,46.4,71.8501,-106.7
357.62,6.67,2.6,155.442,46.4,71.7502,-106.7
357.64,6.67,2.59502,155.455,46.4498,71.6503,-106.7
357.66,6.67,2.58502,149.171,46.5,71.5502,-106.7
357.68,6.67,2.58,145.901,46.5498,71.5001,-106.7
357.7,6.67,2.58,140.232,46.6995,71.5,-106.7
357.72,6.67,2.58997,139.72,46.8498,71.4502,-106.7
357.74,6.67,2.60498,142.607,46.9995,71.3005,-106.7
357.76,6.67,2.61498,134.371,47.1498,71.1005,-106.7
357.78,6.67,2.62498,127.162,47.2498,70.9005,-106.7
357.8,6.67,2.63498,118.681,47.3497,70.7006,-106.7
357.82,6.67,2.64,119.27,47.4498,70.4507,-106.7
357.84,6.67,2.64,119.728,47.5,70.2005,-106.7
357.86,6.67,2.62507,114.057,47.4502,69.9508,-106.7
357.88,6.67,2.60502,114.301,47.4,69.7005,-106.7
357.9,6.67,2.6,114.946,47.3005,69.5006,-106.7
357.92,6.67,2.61493,119.483,47.1005,69.3005,-106.7
357.94,6.67,2.64994,120.811,46.8507,69.1005,-106.65
357.96,6.67,2.67,118.404,46.5509,68.9006,-106.6
357.98,6.67,2.68991,118.4,46.2009,68.7502,-106.6
358,6.67,2.70502,119.047,45.8009,68.6502,-106.55
358.02,6.67,2.69005,121.242,45.4012,68.5005,-106.5
358.04,6.67,2.67005,122.999,44.9511,68.4,-106.5
358.06,6.67,2.65502,121.707,44.4014,68.3502,-106.45
358.08,6.67,2.65,121.297,43.8516,68.3001,-106.4
358.1,6.67,2.65998,122.799,43.3504,68.3,-106.4
358.12,6.67,2.67,122.802,42.8014,68.3498,-106.4
358.14,6.67,2.67995,123.446,42.2516,68.4497,-106.35
358.16,6.67,2.69,126.69,41.8009,68.5,-106.3
358.18,6.67,2.69,131.933,41.3515,68.5995,-106.3
358.2,6.67,2.69498,138.036,40.9507,68.7,-106.3
358.22,6.67,2.69502,140.453,40.6507,68.7498,-106.3
358.24,6.67,2.68005,143.683,40.3509,68.8995,-106.3
358.26,6.67,2.65009,150.636,40.1005,69.0995,-106.3
358.28,6.67,2.62502,152.605,39.9502,69.2995,-106.3
358.3,6.67,2.61005,153.244,39.8503,69.4994,-106.3
358.32,6.67,2.59502,153.955,39.8,69.6995,-106.3
358.34,6.67,2.59,155.936,39.8,69.8995,-106.3
358.36,6.67,2.56511,157.9,39.8995,70.0994,-106.35
358.38,6.67,2.52505,155.705,40.0995,70.2,-106.4
358.4,6.67,2.51,153.955,40.2994,70.2,-106.4
358.42,6.67,2.51,150.264,40.5991,70.1502,-106.4
358.44,6.67,2.52994,145.01,40.9991,70.0005,-106.4
358.46,6.67,2.55,140.663,41.4485,69.8504,-106.45
358.48,6.67,2.55995,139.993,41.9489,69.7005,-106.5
358.5,6.67,2.57498,139.36,42.4489,69.5005,-106.5
358.52,6.67,2.58498,135.66,42.8987,69.3006,-106.5
358.54,6.67,2.60991,131.512,43.2991,69.1502,-106.5
358.56,6.67,2.63,128.9,43.6991,69.0502,-106.5
358.58,6.67,2.63498,128.701,44.049,68.9503,-106.5
358.6,6.67,2.64,126.753,44.2998,68.9,-106.5
358.62,6.67,2.64,124.552,44.4995,68.8502,-106.5
358.64,6.67,2.65493,125.196,44.6496,68.8499,-106.5
358.66,6.67,2.67,129.336,44.7,68.8502,-106.55
358.68,6.67,2.67,131.499,44.7498,68.8499,-106.55
358.7,6.67,2.67,131.048,44.8,68.9,-106.5
358.72,6.67,2.66003,128.912,44.8,68.9,-106.5
358.74,6.67,2.64502,128.046,44.7502,68.9,-106.5
358.76,6.67,2.63502,130.646,44.7,68.9,-106.5
358.78,6.67,2.63498,128.265,44.6502,68.9498,-106.5
358.8,6.67,2.64995,124.109,44.6001,68.9999,-106.5
358.82,6.67,2.66,121.259,44.5502,69.0498,-106.5
358.84,6.67,2.66,119.748,44.4502,69.1498,-106.5
358.86,6.67,2.65005,118.009,44.3503,69.2995,-106.5
358.88,6.67,2.63502,109.977,44.3,69.4995,-106.5
358.9,6.67,2.63,102.566,44.2502,69.6496,-106.5
358.92,6.67,2.63995,102.941,44.1502,69.7995,-106.5
358.94,6.67,2.65997,104.502,44.0502,69.9995,-106.55
358.96,6.67,2.67,103.404,43.9503,70.1994,-106.6
358.98,6.67,2.66502,98.6188,43.9,70.3498,-106.6
359,6.67,2.66,97.9342,43.8502,70.4498,-106.65
359.02,6.67,2.66,104.431,43.7503,70.5497,-106.75
359.04,6.67,2.66498,107.102,43.6502,70.6,-106.8
359.06,6.67,2.67498,106.252,43.5005,70.6498,-106.85
359.08,6.67,2.68,108.389,43.3006,70.6999,-106.95
359.1,6.67,2.68,116.442,43.1501,70.7,-107.05
359.12,6.67,2.68,122.348,43.0005,70.7498,-107.15
359.14,6.67,2.67502,124.541,42.8006,70.7999,-107.25
359.16,6.67,2.66502,125.852,42.6005,70.8498,-107.35
359.18,6.67,2.66,131.025,42.4504,70.8999,-107.4
359.2,6.67,2.65502,134.958,42.3005,70.9,-107.45
359.22,6.67,2.65498,133.2,42.1502,70.9,-107.55
359.24,6.67,2.66,133.2,42.0503,70.8502,-107.6
359.26,6.67,2.67493,130.861,41.9502,70.7005,-107.65
359.28,6.67,2.67505,131.287,41.9,70.5005,-107.7
359.3,6.67,2.66498,130.214,41.8502,70.3006,-107.849
359.32,6.67,2.65507,128.241,41.8,70.1005,-108.149
359.34,6.67,2.64,129.105,41.7502,69.9502,-108.449
359.36,6.67,2.63005,131.038,41.7001,69.8503,-108.65
359.38,6.67,2.61003,138.43,41.7,69.8,-108.7
359.4,6.67,2.6,142.793,41.7,69.8498,-108.8
359.42,6.67,2.58507,143.049,41.7,69.9,-108.85
359.44,6.67,2.56502,144.793,41.7,69.9498,-108.8
359.46,6.67,2.56,152.171,41.7498,69.9999,-108.651
359.48,6.67,2.55502,158.946,41.8498,69.9502,-108.4
359.5,6.67,2.55997,159.601,41.9498,69.8502,-108.25
359.52,6.67,2.57,158.753,42.0995,69.7503,-108.001
359.54,6.67,2.57995,159.394,42.2995,69.6502,-107.651
359.56,6.67,2.58502,160.7,42.4995,69.6,-107.301
359.58,6.67,2.59493,155.275,42.6994,69.5502,-107.001
359.6,6.67,2.60501,147.603,42.9498,69.5,-106.9
359.62,6.67,2.6,146.744,43.1995,69.5,-106.9
359.64,6.67,2.60995,145.908,43.3994,69.5498,-106.9
