DEPT[M],CALP[CM],DENS[G/C,NGAMMA[A,RES[OHM-,SPR[OHM],SP[MV]
149.68,9.98,2.64,123.252,82.0511,104.55,-124
149.7,9.98,2.63502,122.352,81.6011,104.7,-124
149.72,9.98,2.62004,125.835,81.1511,104.949,-124.05
149.74,9.98,2.61,127.809,80.7507,105.299,-124.15
149.76,9.98,2.60004,124.506,80.4507,105.848,-124.3
149.78,9.98,2.58004,123.201,80.1507,106.648,-124.45
149.8,9.98,2.57,125.144,79.8505,107.648,-124.55
149.82,9.98,2.56005,126.453,79.6005,108.847,-124.7
149.84,9.98,2.55997,120.624,79.3508,110.196,-124.899
149.86,9.98,2.57,114.109,79.0009,111.547,-125.1
149.88,9.98,2.57,114.094,78.6507,112.797,-125.2
149.9,9.98,2.58992,113.658,78.3507,113.898,-125.25
149.92,9.98,2.62992,110.357,78.0507,114.698,-125.35
149.94,9.98,2.65498,109.897,77.8502,115.1,-125.4
149.96,9.98,2.67994,111.249,77.7502,115.1,-125.4
149.98,9.98,2.71495,112.794,77.7498,114.701,-125.4
150,9.98,2.73996,113.202,77.8996,113.952,-125.45
150.02,9.98,2.75,114.294,78.0997,112.952,-125.45
150.04,9.98,2.75498,116.698,78.2995,111.753,-125.4
150.06,9.98,2.75502,114.96,78.5492,110.503,-125.35
150.08,9.98,2.74004,116.687,78.7995,109.353,-125.35
150.1,9.98,2.73,121.695,78.9498,108.302,-125.45
150.12,9.98,2.7051,123.646,79.0498,107.402,-125.55
150.14,9.98,2.66506,123.453,79.1,106.701,-125.6
150.16,9.98,2.65,121.303,79.1,106.101,-125.65
150.18,9.98,2.61513,124.978,79.0502,105.501,-125.8
150.2,9.98,2.56506,127.407,78.9005,104.852,-125.95
150.22,9.97502,2.54502,125.201,78.7005,104.052,-126
150.24,9.97,2.54,125.599,78.4507,103.053,-126
150.26,9.96004,2.55494,127.791,78.2005,101.903,-126.05
150.28,9.95,2.57498,132.837,78.0005,100.703,-126.1
150.3,9.95,2.58,132.859,77.8003,99.5018,-126.1
150.32,9.94502,2.57502,129.352,77.6502,98.4023,-126.1
150.34,9.94,2.57,126.959,77.5005,97.4524,-126.1
150.36,9.93502,2.57,124.105,77.3005,96.7015,-126.1
150.38,9.93,2.57,123.449,77.0507,96.1511,-126.1
150.4,9.93,2.57,121.958,76.7009,95.7009,-126.15
150.42,9.92502,2.55506,118.906,76.2511,95.3009,-126.25
150.44,9.91502,2.54997,118.248,75.7009,94.9006,-126.3
150.46,9.91,2.55004,119.099,75.0516,94.4511,-126.3
150.48,9.91,2.54498,119.101,74.3519,94.0011,-126.3
150.5,9.91,2.54502,118.452,73.6516,93.6507,-126.3
150.52,9.91,2.54,116.258,72.9516,93.3507,-126.3
150.54,9.91,2.53502,114.052,72.2516,93.1005,-126.25
150.56,9.91,2.53,114.695,71.6016,92.9503,-126.15
150.58,9.91,2.53498,117.094,70.9516,92.8004,-126.05
150.6,9.91,2.54,120.142,70.3014,92.6005,-125.9
150.62,9.91,2.54996,121.452,69.7014,92.3507,-125.75
150.64,9.90502,2.56498,117.563,69.1512,92.0507,-125.6
150.66,9.9,2.57,115.197,68.6009,91.7006,-125.45
150.68,9.9,2.57498,116.698,68.0511,91.3009,-125.35
150.7,9.9,2.57502,114.96,67.5513,90.9011,-125.2
150.72,9.9,2.57498,113.001,67.101,90.4511,-125
150.74,9.9,2.58,109.069,66.7009,90.0009,-124.8
150.76,9.9,2.56008,107.936,66.3507,89.6009,-124.6
150.78,9.89502,2.53502,111.247,66.0507,89.2009,-124.5
150.8,9.89,2.53,105.817,65.7505,88.8006,-124.5
150.82,9.89,2.53996,100.996,65.4507,88.4009,-124.5
150.84,9.89,2.55,99.7094,65.2006,88.0011,-124.5
150.86,9.89,2.54502,99.6933,65.0005,87.6009,-124.55
150.88,9.89,2.54,101.253,64.7507,87.2009,-124.749
150.9,9.88502,2.53502,97.763,64.5005,86.8507,-124.95
150.92,9.87502,2.53,98.5881,64.2506,86.5507,-125.1
150.94,9.87,2.53,101.851,64.0003,86.2006,-125.3
150.96,9.87,2.53498,98.364,63.8005,85.9005,-125.5
150.98,9.87,2.53502,94.6553,63.5508,85.6508,-125.699
151,9.87,2.53498,95.7438,63.3005,85.4005,-125.85
151.02,9.87,2.54,99.6899,63.1005,85.2005,-125.95
151.04,9.86502,2.53502,102.298,62.8507,85.0005,-126.05
151.06,9.86,2.53,101.854,62.6006,84.8005,-126.15
151.08,9.86,2.52502,102.545,62.4005,84.6005,-126.2
151.1,9.86,2.52,106.688,62.2005,84.3507,-126.2
151.12,9.86,2.52498,107.558,62.0502,84.0507,-126.25
151.14,9.86,2.53,107.744,61.9004,83.7507,-126.3
151.16,9.86,2.53,111.893,61.7502,83.4505,-126.3
151.18,9.86,2.53498,116.24,61.6502,83.1009,-126.3
151.2,9.86,2.54,121.882,61.5503,82.7508,-126.3
151.22,9.86,2.53502,125.597,61.4502,82.4009,-126.35
151.24,9.86,2.53,129.284,61.3005,82.0009,-126.4
151.26,9.86,2.53,133.895,61.1502,81.6009,-126.4
151.28,9.86,2.53,136.493,61.0502,81.2507,-126.4
151.3,9.86,2.53,141.041,60.9003,80.9505,-126.45
151.32,9.85502,2.52999,144.996,60.7502,80.7005,-126.5
151.34,9.85,2.52003,145.451,60.6005,80.6498,-126.5
151.36,9.85,2.51498,146.295,60.4503,80.7498,-126.5
151.38,9.85,2.52,148.247,60.3502,80.9493,-126.5
151.4,9.85,2.53494,149.348,60.2502,81.2493,-126.5
151.42,9.85,2.55,146.313,60.1502,81.5493,-126.5
151.44,9.85,2.55498,138.912,60.1,81.8495,-126.5
151.46,9.85,2.54506,137.389,60.0502,82.1493,-126.5
151.48,9.85,2.53997,135.468,60.0498,82.3497,-126.5
151.5,9.85,2.54502,130.456,60.1,82.4996,-126.5
151.52,9.85,2.54,125.221,60.1,82.6,-126.5
151.54,9.85,2.54498,120.6,60.1498,82.6498,-126.5
151.56,9.85,2.55498,122.79,60.2497,82.7,-126.5
151.58,9.85,2.55004,118.922,60.3996,82.7,-126.5
151.6,9.85,2.54,114.542,60.5995,82.7,-126.5
151.62,9.85,2.54498,111.92,60.7995,82.6502,-126.5
151.64,9.85498,2.55498,106.856,61.0494,82.6,-126.55
151.66,9.86,2.56,103.608,61.3495,82.6,-126.6
151.68,9.85502,2.55502,99.7059,61.6991,82.6,-126.6
151.7,9.85,2.54502,102.084,62.0989,82.6,-126.55
151.72,9.85,2.54,104.701,62.4991,82.6,-126.5
151.74,9.85,2.54,104.048,62.8991,82.6,-126.5
151.76,9.85,2.52008,101.265,63.2493,82.6498,-126.5
151.78,9.85,2.49004,100.344,63.5991,82.7,-126.45
151.8,9.85,2.48,103.398,63.9994,82.7498,-126.4
151.82,9.85,2.48498,101.711,64.3493,82.8995,-126.35
151.84,9.85,2.49,98.8539,64.6492,83.0995,-126.3
151.86,9.85,2.50494,95.8103,64.8995,83.3493,-126.3
151.88,9.85,2.52,96.883,65.0995,83.6991,-126.3
151.9,9.85,2.51502,98.6091,65.2498,84.1489,-126.3
151.92,9.85,2.51,93.3639,65.3,84.6987,-126.3
151.94,9.85,2.50502,92.4927,65.2502,85.3988,-126.3
151.96,9.85498,2.5,94.7009,65.1005,86.2479,-126.3
151.98,9.85501,2.50498,97.0883,64.9005,87.1974,-126.25
152,9.85,2.50502,99.8972,64.6507,88.2973,-126.15
152.02,9.85,2.5,100.996,64.3009,89.4973,-126.05
152.04,9.85,2.51494,106.23,63.9009,90.7968,-126
152.06,9.85498,2.54992,108.855,63.4513,92.1963,-126
152.08,9.86,2.56502,106.255,62.9511,93.547,-125.95
152.1,9.86,2.56,106.246,62.4511,94.847,-125.9
152.12,9.85502,2.57494,105.159,62.0009,96.147,-125.85
152.14,9.85,2.60992,104.497,61.6009,97.2478,-125.8
152.16,9.85,2.63,100.367,61.2006,98.0489,-125.75
152.18,9.85498,2.64494,94.7009,60.8507,98.6489,-125.65
152.2,9.86,2.66498,95.5453,60.6006,98.8998,-125.6
152.22,9.86,2.67,95.9517,60.4503,98.7008,-125.55
152.24,9.86,2.67,99.6798,60.4,98.2014,-125.5
152.26,9.86,2.67,103.204,60.4498,97.4023,-125.45
152.28,9.86,2.67,106.236,60.5996,96.3027,-125.3
152.3,9.86,2.67,112.543,60.7997,95.1018,-125.15
152.32,9.86,2.67997,117.289,61.0493,93.9027,-125.1
152.34,9.86,2.69498,121.241,61.2994,92.7032,-125.1
152.36,9.86,2.7,123.446,61.5494,91.6024,-125.15
152.38,9.86,2.7,128.43,61.7995,90.7018,-125.2
152.4,9.86,2.69502,133.895,61.9995,90.0014,-125.25
152.42,9.86,2.69498,134.999,62.1995,89.501,-125.3
152.44,9.86,2.69003,134.551,62.3498,89.2502,-125.3
152.46,9.86,2.67501,138.032,62.4498,89.2,-125.3
152.48,9.86,2.65505,143.291,62.5497,89.3493,-125.3
152.5,9.86,2.62506,141.112,62.6498,89.6493,-125.3
152.52,9.86,2.61,138.695,62.7995,89.9991,-125.25
152.54,9.86,2.60004,142.388,62.9995,90.4489,-125.051
152.56,9.86,2.59,147.387,63.1995,90.9487,-124.801
152.58,9.86,2.58502,144.17,63.3995,91.4987,-124.551
152.6,9.86,2.58,134.17,63.6493,92.0489,-124.3
152.62,9.86,2.57502,132.587,63.8995,92.6484,-124.1
152.64,9.86,2.57996,131.961,64.1494,93.2986,-123.9
152.66,9.86,2.59,125.011,64.4994,93.9489,-123.7
152.68,9.86,2.59996,115.876,64.8493,94.6484,-123.65
152.7,9.86,2.59506,110.602,65.199,95.2984,-123.8
152.72,9.86,2.58996,112.095,65.6489,95.8488,-123.9
152.74,9.86,2.6,106.033,66.0991,96.3489,-124
152.76,9.86,2.59502,98.8,66.5986,96.6995,-124.249
152.78,9.86,2.59,98.1525,67.1488,96.8497,-124.649
152.8,9.86,2.59,99.444,67.6492,96.9,-125.05
152.82,9.86,2.58502,101.002,68.1489,96.8005,-125.3
152.84,9.86,2.58498,99.5053,68.5989,96.6503,-125.499
152.86,9.86,2.59,98.4008,68.9493,96.5004,-125.7
152.88,9.86,2.59,102.083,69.2493,96.3005,-125.85
152.9,9.86,2.59,106.248,69.4995,96.1005,-125.8
152.92,9.86,2.59,107.098,69.6497,95.9503,-125.65
152.94,9.86,2.58003,108.846,69.7,95.8003,-125.5
152.96,9.86,2.56502,108.458,69.7,95.6005,-125.35
152.98,9.86,2.56,112.973,69.6502,95.4005,-125.151
153,9.86,2.56,117.104,69.5004,95.2005,-124.95
153.02,9.86,2.56,115.597,69.2507,94.9507,-124.751
153.04,9.86,2.56996,114.956,68.9507,94.6009,-124.5
153.06,9.86,2.58996,112.108,68.5513,94.2508,-124.301
153.08,9.86,2.59502,112.544,68.0511,93.9507,-124.051
153.1,9.86,2.59,113.405,67.5014,93.6507,-124
153.12,9.86,2.59,112.947,66.9014,93.4005,-124.1
153.14,9.86,2.59,112.952,66.2516,93.2503,-124.2
153.16,9.86,2.59,114.294,65.5511,93.1003,-124.35
153.18,9.86,2.59996,116.947,64.9014,92.9502,-124.45
153.2,9.86,2.61498,118.894,64.3016,92.8005,-124.649
153.22,9.86,2.62,121.942,63.7512,92.5008,-124.85
153.24,9.86,2.62,123.252,63.3009,92.1009,-125
153.26,9.86,2.62996,127.329,62.9507,91.6511,-125.2
153.28,9.86,2.63502,132.345,62.7005,91.1511,-125.4
153.3,9.86,2.63,134.345,62.5502,90.6508,-125.6
153.32,9.86,2.61007,138.687,62.5,90.1511,-125.7
153.34,9.86,2.58502,142.145,62.5,89.7011,-125.65
153.36,9.86,2.59494,146.734,62.5996,89.3009,-125.6
153.38,9.86,2.61,147.664,62.7498,88.8511,-125.55
153.4,9.86,2.62992,146.989,62.8995,88.4507,-125.45
153.42,9.86,2.64502,152.835,63.0995,88.2005,-125.35
153.44,9.86,2.64,155.004,63.2997,88.1,-125.2
153.46,9.86,2.63502,154.795,63.4995,88.2493,-125
153.48,9.86,2.62502,154.605,63.6995,88.6487,-124.751
153.5,9.86,2.62498,156.987,63.8995,89.1987,-124.55
153.52,9.86,2.63,160.899,64.1493,89.8982,-124.45
153.54,9.86,2.62004,157.865,64.4493,90.6484,-124.3
153.56,9.86,2.60502,153.308,64.6994,91.3481,-124.15
153.58,9.86,2.60498,151.353,64.8995,91.9986,-124.05
153.6,9.86,2.61,151.994,65.0995,92.5489,-124.05
153.62,9.86,2.62494,150.463,65.2,92.9991,-124.15
153.64,9.86,2.64,147.403,65.2498,93.3493,-124.2
153.66,9.86,2.64,145.455,65.3,93.5997,-124.25
153.68,9.86,2.64498,144.795,65.3,93.7995,-124.4
153.7,9.86,2.65498,147.84,65.3,93.9497,-124.55
153.72,9.86,2.66,147.208,65.3,94.0498,-124.65
153.74,9.86,2.66,146.541,65.2502,94.1,-124.7
153.76,9.86498,2.66498,147.405,65.2,94.1498,-124.7
153.78,9.87,2.67498,147.845,65.1004,94.1501,-124.75
153.8,9.87,2.68,153.487,64.8505,94.0502,-124.75
153.82,9.87,2.67003,154.166,64.5009,93.9502,-124.65
153.84,9.87,2.65003,152.644,64.1011,93.8503,-124.6
153.86,9.87,2.64,154.15,63.6013,93.8,-124.55
153.88,9.87,2.64,150.465,63.0511,93.8498,-124.5
153.9,9.87,2.64,149.34,62.5014,93.9995,-124.45
153.92,9.87,2.64498,148.46,61.9512,94.2494,-124.4
153.94,9.87,2.64003,146.497,61.4508,94.5994,-124.4
153.96,9.87,2.63995,146.754,61.0009,94.8995,-124.4
153.98,9.87,2.63505,143.711,60.6508,95.0497,-124.4
154,9.87,2.62996,147.578,60.4005,94.9505,-124.4
154.02,9.87,2.64,155.89,60.2005,94.5014,-124.4
154.04,9.87,2.65494,160.041,60.0502,93.7023,-124.45
154.06,9.87,2.67498,163.541,60,92.5534,-124.5
154.08,9.87,2.68,168.536,60,91.1036,-124.6
154.1,9.87,2.68,181.108,60.0498,89.4041,-124.8
154.12,9.87,2.66506,192.241,60.1498,87.6539,-125
154.14,9.87,2.64502,195.942,60.2498,85.9539,-125.2
154.16,9.87,2.64,202.286,60.3997,84.3523,-125.4
154.18,9.87,2.63502,213.619,60.6493,83.0027,-125.649
154.2,9.87,2.62502,222.983,60.8994,81.9525,-125.899
154.22,9.87,2.62,225.399,61.1493,81.1517,-126.05
154.24,9.87,2.62,229.082,61.4493,80.5511,-126.2
154.26,9.87,2.60506,235.837,61.7493,80.2005,-126.4
154.28,9.87,2.58004,238.897,62.0493,80.0503,-126.6
154.3,9.87,2.57,236.309,62.3994,80,-126.65
154.32,9.87,2.57,236.088,62.7493,80,-126.6
154.34,9.87,2.56502,240.44,63.0492,80.0498,-126.6
154.36,9.87,2.57494,236.769,63.3493,80.1498,-126.5
154.38,9.87,2.59,226.97,63.5995,80.2498,-126.3
154.4,9.87,2.59996,225.835,63.8493,80.3498,-126.1
154.42,9.87,2.60502,228.898,64.0995,80.4,-125.9
154.44,9.87,2.60498,228.251,64.3495,80.4,-125.75
154.46,9.87,2.61499,225.212,64.5995,80.4,-125.551
154.48,9.87,2.62997,223.896,64.8492,80.3502,-125.35
154.5,9.87,2.64498,232.122,65.1493,80.3,-125.3
154.52,9.87,2.65,234.123,65.3995,80.3498,-125.35
154.54,9.87,2.65996,232.584,65.6493,80.4,-125.4
154.56,9.87,2.66502,237.59,65.9492,80.4498,-125.4
154.58,9.87,2.65502,238.252,66.1995,80.5996,-125.549
154.6,9.87,2.65,241.73,66.3995,80.7498,-125.849
154.62,9.87,2.63008,240.675,66.5,80.8498,-126.1
154.64,9.87,2.59506,238.89,66.4502,81.0494,-126.25
154.66,9.87,2.58,243.049,66.2006,81.2997,-126.35
154.68,9.87,2.58,239.817,65.6516,81.5991,-126.45
154.7,9.87,2.58996,239.786,64.8026,82.0487,-126.5
154.72,9.87,2.60498,239.164,63.6031,82.6983,-126.5
154.74,9.87,2.61,239.13,62.1037,83.5479,-126.45
154.76,9.87,2.61,240.464,60.4041,84.647,-126.35
154.78,9.87,2.60502,231.326,58.5045,86.2459,-126.35
154.8,9.87,2.6,223.256,56.5031,88.3963,-126.4
154.82,9.87,2.56013,219.11,54.5543,91.0931,-126.45
154.84,9.87,2.48511,216.703,52.7048,94.6395,-126.5
154.86,9.87,2.4251,211.071,51.1034,99.0893,-126.5
154.88,9.87,2.4,202.116,49.9023,104.088,-126.55
154.9,9.87,2.31532,195.564,49.0018,109.487,-126.6
154.92,9.87,2.16525,193.15,48.5007,114.739,-126.65
154.94,9.87,2.04018,187.918,48.5495,118.995,-126.7
154.96,9.87,1.91021,183.543,49.0982,121.895,-126.7
154.98,9.87,1.77021,184.651,50.1467,123.148,-126.7
155,9.87,1.64521,183.802,51.7459,122.503,-126.65
155.02,9.87,1.59,186.635,54.0438,120.356,-126.55
155.04,9.87,1.55015,189.701,57.0425,117.258,-126.45
155.06,9.87,1.52992,192.735,60.6398,113.71,-126.4
155.08,9.87,1.59483,192.511,65.089,110.258,-126.35
155.1,9.87,1.64,189.249,70.1881,107.256,-126.3
155.12,9.87,1.77449,192.536,75.4876,105.004,-126.3
155.14,9.87,1.99966,200.33,81.0869,103.702,-126.3
155.16,9.87,2.09,205.549,86.5422,103.4,-126.25
155.18,9.87,2.29422,204.258,91.3895,103.948,-126.2
155.2,9.87,2.58468,203.795,95.7389,105.246,-126.25
155.22,9.87,2.71981,208.386,99.4421,107.195,-126.35
155.24,9.87,2.77,212.994,102.394,109.544,-126.4
155.26,9.87,2.79989,205.192,104.795,112.094,-126.45
155.28,9.87,2.84494,191.873,106.796,114.794,-126.5
155.3,9.87,2.86,183.812,108.498,117.446,-126.55
155.32,9.87,2.8899,179.9,110.096,119.895,-126.65
155.34,9.87,2.93994,175.57,111.745,122.294,-126.7
155.36,9.87,2.95004,160.743,113.596,124.495,-126.7
155.38,9.87,2.94,150.648,115.595,126.296,-126.7
155.4,9.87,2.9151,146.571,117.645,127.797,-126.65
155.42,9.87,2.88004,141.107,119.845,128.948,-126.55
155.44,9.87,2.86502,136.711,121.947,129.699,-126.45
155.46,9.87,2.85003,129.318,123.746,130.299,-126.3
155.48,9.87,2.83502,128.638,125.346,130.898,-126.101
155.5,9.87,2.81008,131.25,126.647,131.698,-125.851
155.52,9.87,2.79,134.084,127.548,132.847,-125.6
155.54,9.87,2.75015,139.79,128.149,134.495,-125.4
155.56,9.87,2.69506,138.713,128.499,136.893,-125.25
155.58,9.87,2.66506,134.307,128.55,139.943,-125.15
155.6,9.87,2.65,130.164,128.251,143.541,-125.1
155.62,9.87,2.63008,126.453,127.552,147.74,-125.05
155.64,9.87,2.61996,124.505,126.552,152.19,-125.05
155.66,9.87,2.63,117.368,125.252,156.444,-125.1
155.68,9.87,2.6549,110.853,123.704,160.292,-125.05
155.7,9.87,2.68996,109.106,122.104,163.393,-125.05
155.72,9.87,2.71494,107.104,120.504,165.396,-125.05
155.74,9.87,2.73,105.553,119.003,166.299,-125.05
155.76,9.87,2.73996,100.371,117.603,166.102,-125.05
155.78,9.87,2.76992,98.3936,116.353,164.854,-124.95
155.8,9.87,2.79,102.545,115.302,162.854,-124.9
155.82,9.87,2.80494,104.498,114.352,160.207,-124.9
155.84,9.87,2.82,108.832,113.502,157.009,-124.9
155.86,9.87,2.82996,111.701,112.652,153.558,-124.95
155.88,9.87,2.84,112.989,111.752,149.859,-125.05
155.9,9.87,2.82008,117.54,110.802,146.009,-125.15
155.92,9.87,2.79004,120.794,109.703,142.209,-125.25
155.94,9.87,2.76006,126.685,108.452,138.456,-125.35
155.96,9.87,2.73998,129.559,107.103,134.709,-125.45
155.98,9.87,2.72006,130.837,105.704,131.01,-125.55
156,9.87,2.69502,140.423,104.303,127.458,-125.65
156.02,9.87,2.69,153.917,103.003,123.908,-125.75
156.04,9.87,2.6651,166.973,101.803,120.458,-125.75
156.06,9.87,2.63502,172.696,100.653,117.258,-125.75
156.08,9.87,2.62502,181.167,99.6023,114.257,-125.75
156.1,9.87,2.62,194.031,98.6521,111.556,-125.65
156.12,9.87,2.60506,204.67,97.7521,109.155,-125.55
156.14,9.87,2.58502,209.701,96.8521,107.005,-125.45
156.16,9.87,2.58,211.041,96.0012,105.053,-125.35
156.18,9.87,2.56506,219.972,95.2516,103.254,-125.3
156.2,9.87,2.54502,226.095,94.5519,101.704,-125.25
156.22,9.87,2.54996,229.138,93.9014,100.403,-125.15
156.24,9.87,2.56,227.621,93.3014,99.3023,-125.1
156.26,9.87,2.56996,224.294,92.7014,98.4018,-125.1
156.28,9.87,2.57502,223.457,92.1014,97.7513,-125.15
156.3,9.87,2.57,224.091,91.5508,97.3505,-125.2
156.32,9.87,2.57498,227.796,91.0014,97.2,-125.3
156.34,9.87,2.58,225.862,90.3518,97.2498,-125.45
156.36,9.87,2.58498,223.45,89.7014,97.4992,-125.55
156.38,9.87,2.59,223.253,89.0516,97.8991,-125.6
156.4,9.87,2.59,224.989,88.4014,98.3489,-125.6
156.42,9.87,2.59,222.168,87.8014,98.8489,-125.6
156.44,9.87,2.58502,216.053,87.2508,99.3492,-125.6
156.46,9.87,2.58,214.304,86.8009,99.8489,-125.55
156.48,9.87,2.58,213.401,86.4508,100.299,-125.45
156.5,9.87,2.58996,210.162,86.2005,100.749,-125.35
156.52,9.87,2.6,202.769,86.0502,101.199,-125.3
156.54,9.87,2.59502,198.799,85.9502,101.599,-125.25
156.56,9.87,2.58502,195.118,85.9498,102.049,-125.2
156.58,9.87,2.58498,188.165,86,102.499,-125.2
156.6,9.87,2.59,183.557,86.0498,102.899,-125.2
156.62,9.87,2.60494,183.095,86.1,103.299,-125.25
156.64,9.87,2.61502,183.801,86.1,103.649,-125.3
156.66,9.87,2.61,182.303,86.1,103.999,-125.3
156.68,9.87,2.61996,177.716,86.0502,104.399,-125.35
156.7,9.87,2.63996,176.791,85.9503,104.799,-125.45
156.72,9.87,2.63506,176.36,85.8502,105.299,-125.5
156.74,9.87,2.62,170.712,85.7005,105.998,-125.5
156.76,9.87,2.61004,165.711,85.5005,106.898,-125.5
156.78,9.87,2.60996,159.616,85.3503,107.997,-125.5
156.8,9.87,2.62,156.997,85.2003,109.298,-125.55
156.82,9.87,2.64491,155.711,85.0502,110.697,-125.6
156.84,9.87498,2.67997,149.37,84.9503,112.046,-125.65
156.86,9.88,2.69498,146.1,84.8502,113.247,-125.7
156.88,9.88,2.7,148.492,84.7502,114.198,-125.75
156.9,9.88,2.69502,146.965,84.7,114.7,-125.85
156.92,9.88,2.68502,144.151,84.6502,114.75,-125.9
156.94,9.88,2.68498,143.703,84.5502,114.451,-125.95
156.96,9.88,2.69498,148.872,84.4502,113.852,-126
156.98,9.88,2.70498,156.538,84.3503,113.102,-126.05
157,9.88,2.71,153.965,84.3,112.352,-126.15
157.02,9.88,2.71,152.637,84.2502,111.751,-126.2
157.04,9.88,2.70502,156.794,84.1502,111.251,-126.2
157.06,9.88,2.69502,160.239,84.1,110.851,-126.2
157.08,9.88,2.69,162.398,84.0004,110.551,-126.25
157.1,9.88,2.69,159.613,83.7507,110.151,-126.3
157.12,9.88,2.67008,161.13,83.4009,109.552,-126.3
157.14,9.88,2.64502,168.336,82.9013,108.702,-126.3
157.16,9.88,2.64,172.695,82.2511,107.602,-126.3
157.18,9.88,2.6649,174.001,81.5018,106.253,-126.3
157.2,9.88498,2.69,171.411,80.6524,104.704,-126.25
157.22,9.89,2.69498,171.393,79.7521,103.104,-126.2
157.24,9.89,2.7,175.741,78.8023,101.504,-126.2
157.26,9.89,2.67011,179.193,77.8023,100.053,-126.2
157.28,9.89498,2.63004,178.109,76.8023,98.8028,-126.2
157.3,9.9,2.62,177.893,75.7517,97.6517,-126.15
157.32,9.9,2.61502,187.019,74.6525,96.6023,-126.1
157.34,9.9,2.60502,193.347,73.6027,95.6524,-126.05
157.36,9.9,2.6,193.149,72.6023,94.7022,-126
157.38,9.9,2.6,194.246,71.6023,93.7023,-126
157.4,9.90498,2.59502,200.525,70.6521,92.6027,-126
157.42,9.91,2.59498,212.521,69.7521,91.4027,-126
157.44,9.91,2.59003,217.355,68.9012,90.1021,-126
157.46,9.91,2.58497,221.025,68.1516,88.753,-126
157.48,9.91,2.58003,233.663,67.5016,87.5032,-125.95
157.5,9.91,2.57,243.036,66.9014,86.3526,-125.9
157.52,9.91,2.57,248.684,66.3511,85.4018,-125.9
157.54,9.91,2.53015,252.001,65.9507,84.7014,-125.9
157.56,9.91,2.48004,256.976,65.601,84.2509,-125.9
157.58,9.91,2.46004,265.683,65.2009,84.1001,-125.9
157.6,9.91,2.45,267.458,64.8507,84.1995,-125.9
157.62,9.91,2.45996,266.347,64.5507,84.5489,-125.9
157.64,9.91,2.47498,266.153,64.2507,85.0489,-125.9
157.66,9.91,2.48,266.397,63.9505,85.5991,-125.95
157.68,9.91,2.47502,265.111,63.6507,86.2484,-126
157.7,9.91,2.47,263.349,63.3508,86.8486,-126.05
157.72,9.91,2.47498,260.961,63.1005,87.3987,-126.1
157.74,9.91,2.48,258.746,62.9005,87.9489,-126.15
157.76,9.91,2.49992,263.731,62.7502,88.4489,-126.25
157.78,9.91,2.52498,262.916,62.7,88.9489,-126.3
157.8,9.91,2.53,261.14,62.7498,89.4991,-126.3
157.82,9.91,2.53498,261.563,62.8995,90.1484,-126.35
157.84,9.91,2.54498,263.281,63.1492,90.8481,-126.4
157.86,9.91,2.55,269.64,63.4991,91.5982,-126.4
157.88,9.91,2.55,265.079,63.8991,92.4479,-126.4
157.9,9.91,2.53506,257.854,64.3489,93.3977,-126.4
157.92,9.91,2.50506,252.866,64.8489,94.4973,-126.4
157.94,9.91,2.47505,247.603,65.3492,95.6982,-126.4
157.96,9.91,2.43509,240.03,65.8986,97.0466,-126.35
157.98,9.91,2.40502,228.08,66.5482,98.5958,-126.3
158,9.91,2.39004,220.612,67.2982,100.296,-126.3
158.02,9.91,2.38,216.659,68.1977,102.195,-126.25
158.04,9.91,2.39494,210.171,69.2475,104.146,-126.2
158.06,9.91,2.42992,201.273,70.3968,105.995,-126.25
158.08,9.91,2.45498,193.865,71.6969,107.696,-126.3
158.1,9.91,2.46,194.682,73.0968,108.998,-126.3
158.12,9.91,2.50981,195.564,74.5466,109.848,-126.3
158.14,9.91498,2.5849,188.617,75.9968,110.399,-126.35
158.16,9.92,2.61,183.354,77.3979,110.5,-126.45
158.18,9.92,2.66479,180.308,78.747,110.251,-126.55
158.2,9.92,2.75487,180.542,79.9968,109.801,-126.6
158.22,9.92,2.79,174.031,81.0976,109.052,-126.6
158.24,9.92,2.79,163.957,81.9982,108.152,-126.65
158.26,9.92,2.78004,162.848,82.6489,107.153,-126.7
158.28,9.92,2.75008,164.196,83.0492,106.003,-126.7
158.3,9.92,2.73,166.396,83.2,104.702,-126.7
158.32,9.92,2.72503,165.709,83.1005,103.303,-126.7
158.34,9.92498,2.73495,166.986,82.801,101.854,-126.7
158.36,9.93,2.73506,171.393,82.3511,100.353,-126.7
158.38,9.93,2.72,179.219,81.8511,98.9032,-126.65
158.4,9.93,2.71004,191.823,81.3511,97.4534,-126.6
158.42,9.93,2.69004,198.991,80.8511,95.9534,-126.6
158.44,9.93,2.68498,204.886,80.3508,94.4523,-126.55
158.46,9.93,2.67504,209.5,79.9009,93.0032,-126.5
158.48,9.93499,2.64006,216.866,79.4513,91.6037,-126.5
158.5,9.94,2.59011,224.743,79.001,90.3028,-126.5
158.52,9.94,2.56,226.046,78.6009,89.3516,-126.5
158.54,9.94,2.50521,229.936,78.1511,88.8507,-126.5
158.56,9.94,2.43506,236.93,77.7011,88.8494,-126.5
